,Training Times Before Weight Copy = 50,Training Times Before Weight Copy = 100,Training Times Before Weight Copy = 1000,Training Times Before Weight Copy = 10000
231,-123.07657692264453,-177.672379440331,-147.1833953966855,-248.29563138739718
232,-213.7525321634488,-357.4503698444221,-203.38693761562013,-137.32303769958654
233,-34.885759043559204,-135.44370347294281,-199.00919779822516,-179.18641162510227
234,-148.06603104859633,-116.97197425258818,-91.93991135805098,53.232748699214966
235,-27.851392518496056,-223.29827960272289,-139.85427303834805,-328.737351746759
236,-71.12914806097884,-323.5654830700303,-190.60182551849442,-257.37676228573326
237,-171.5468763623275,-134.25831802379741,-278.8030720208864,-302.71485377335216
238,-166.10265011218326,-200.76750394434305,-194.58662802481473,-226.06817907042125
239,-225.05576754118863,-17.76965881248333,-283.8747164103205,-255.66584632078613
240,-203.74323939943577,-115.97657891063676,-69.4344233833971,-374.99323737048394
241,-464.7251841999376,-182.9255274881356,-279.56399052939855,-178.80125101125554
242,-164.0864681085672,-195.60835583350567,-317.2087914383921,-225.2265805176068
243,-141.43468037318024,-166.2154331754965,-299.805722182762,-335.9252900554941
244,-217.4048566397261,-110.86420389833978,-386.8981329005746,-216.9503505828218
245,-185.82155268374302,-61.68374258479602,-153.55374878642556,-367.57281728015516
246,-114.32048351620863,-102.64888272997544,-270.02333167992947,-253.3952422950743
247,-236.57501720308363,-114.44864523950018,-140.02504784583934,-244.31487558611815
248,-175.2002746886405,3.0772905485988105,-244.6017631645515,-273.50111409295675
249,-129.90529558815842,-295.9891693870105,-281.64866497896116,-259.59259840532667
250,-222.95749698732413,-260.46142337742606,-367.7645844483039,-296.5410135154866
251,-262.9895685774404,-84.8226158862616,-237.53551926609177,-107.32440090311829
252,-50.485201292281076,-316.7379833180341,-322.01469523395093,-322.9732766744031
253,-132.46705476347438,-135.1759085731387,-193.59403855513028,-376.5929027893506
254,-117.00728052118401,-20.227921986042546,-264.11245913629773,-173.94135635520948
255,-132.8519506647492,-568.9882577784979,-108.98526292574319,-317.47613396228206
256,-130.96015803309615,-459.68204492120776,-238.70226792389016,-343.72958622671746
257,-129.47427201687327,-580.5080385452604,-278.7024459946414,-78.95377829534931
258,-141.20424706179546,-110.10960021091412,-109.09428552020238,-369.07942176046123
259,-133.98672422488346,-146.8218538576175,-310.9852491993985,-273.56435406457103
260,-311.53588310326774,-611.0568201506031,-399.548978471267,-349.3598672244897
261,-160.98281706202116,-87.46039783279473,-206.69518790307603,-299.7052382765263
262,-120.15688422699012,-236.39425858940766,-252.31452972116028,-923.2712077827637
263,-203.55477342269253,-113.92053625030834,-384.5988286916841,-233.44854838138318
264,-361.63139026721706,-185.47719288447794,-299.8798692552523,-325.285941434229
265,-123.61059921001355,-452.117051776406,-261.76693808323364,-326.15948882492455
266,-75.00463670657166,3.260142573970043,-226.6700025046652,-316.6972911339228
267,-190.10499502474715,-87.6087642121201,-165.29773761461945,-211.07482503442935
268,-176.19284263914466,-449.93432004721524,-301.730354748229,-379.89623632719247
269,23.749580519915014,-139.371561012398,-309.35179075535916,-349.68425759988776
270,-205.81913036532805,-138.71928807196576,-193.35809751166062,-295.39625044088484
271,-141.63583425912918,-142.100567897575,-401.6741638067884,-204.9158807016924
272,-168.04971058839118,-589.8737210708115,-230.11546929319803,-421.36098904335745
273,-178.64004586870897,-118.97814978482465,-140.50229372643668,-313.48945660739355
274,-101.6579453714176,-615.3465032671372,-181.34178492088267,-192.9308525238347
275,-136.79459450147874,-238.13249938046187,-272.90893932973165,-215.6251624775987
276,-240.68372123912965,-155.7565713741787,-245.8587053729852,-223.55157866988662
277,-143.47779141876237,-180.1543607136058,-216.7082437327018,-342.24960178480103
278,-13.754802865504516,-133.27553683313437,-259.0391089390206,-357.96777972480305
279,-153.94876027899727,-137.2727283372146,-281.2120847397491,-320.9266163371362
280,-157.55883089818437,-151.7826924056593,-299.7193537054268,-257.78975147363496
281,-145.90673605722617,-120.16983813989215,-270.3590007957366,-341.15676246768453
282,-329.263084372103,-160.45253640639305,-256.3701184894778,-315.5305263253561
283,-156.86889648766072,-139.8934446792099,-233.65359459878644,-159.7594633389545
284,-110.77476687662721,-170.88020409289257,-172.22877668711834,-175.78061605648176
