,Initial RAR 0.3,Initial RAR 0.4,Initial RAR 0.5,Initial RAR 0.6,Initial RAR 0.7
271,-66.49649187220996,181.73037962858274,175.2670021002923,-56.30829516249679,-103.83807115079875
272,-66.89870203151422,21.542592253160926,83.56791136152887,-74.6802842982583,-300.1457878024397
273,-264.51586658533273,14.850870253465459,-280.2625725160548,107.7810302011534,-114.71298889280031
274,-107.36613260282431,48.22116442379394,146.7637072713676,90.6207169754518,7.5233340249590235
275,-197.0225399333802,75.22262733259655,-324.6804510680289,-20.323563968410923,-92.66630217075136
276,-181.1372981475239,91.78993896120849,-72.90592117984502,-94.47357951678941,-1.212705122834502
277,-163.62727193495698,275.61958072000283,-95.90787742244405,160.74447494070392,-7.028543963987641
278,-226.41072325519315,143.61781377631297,-183.847797413761,182.39595056817984,139.62294741601372
279,-351.6514879350595,-57.32398216330428,-409.0726315681571,-74.28769018537481,-4.274801452012992
280,-130.33894302819579,-17.661801011079717,191.30928764635198,178.369868051095,70.90466987179677
281,-299.84374119864015,187.2451836814935,144.98476842765234,182.97296654038388,-213.27835269411844
282,-137.60645836246164,163.99099187632243,163.48535007226556,23.63802305537464,37.89778895878463
283,-227.81906023659693,227.77004801980792,-338.62088653137823,-49.03744566116046,0.3513407279738061
284,-200.07731022817404,229.16822157020863,96.13133449437542,174.1966871728368,-56.42557850618199
285,-153.33472843338996,21.28283468475105,69.81166941320201,105.41912158684481,-36.99101827159427
286,134.39036387830902,-342.9823540191966,92.75085785480137,141.96086584304248,-28.11664208831379
287,-256.98807068673796,64.79586571543486,-130.12668959472563,152.29716121960328,28.55563789588672
288,-105.84712851802838,4.368367083932187,118.41798756577386,133.1967565750272,56.7522635890515
289,-107.63827024206549,19.24225094709337,-77.98641756846848,153.37473415655666,-34.99326922247873
290,-157.22258908221943,153.5010168379765,-72.54282284667751,-68.63741388336373,80.11811003670564
291,-113.59260831921232,6.428401628554347,71.88266286278729,197.50896224714938,55.64203102173927
292,-173.86363345980328,212.42682749477532,140.70616061714014,-1.2479205143889471,-48.17022432633726
293,-72.87637604010371,137.4483132984304,135.84887616270362,151.81054106605632,97.16472066488738
294,-135.37658551590832,185.80918604796338,127.0295882214636,47.24984119369073,-66.11996157793493
295,-338.09229695709837,141.38560483036704,89.5363816968846,-34.44313254368123,-49.91867156070717
296,197.02593857553848,168.36850784301703,151.21405584250257,141.11875223809702,-37.64627346983293
297,-189.4824835899758,193.09770807358422,140.38992160515122,179.25800296816428,-56.2791433738174
